,model,price,score,processor,no of cores,storage,ram,display,os,warranty
834,HP ZBook Firefly G8 500P0PA Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 10),"₹93,000",71,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
835,HP 240 G8 Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/Win11 Home),"₹34,490",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
836,Lenovo ThinkPad T14 20W0S1HU00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),"₹1,40,200",69,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",512 GB SSD,16 GB  RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
837,HP Pavilion 14-ek0084TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹71,020",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
838,Asus Eeebook 14 E410KA-BV092W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹24,850",,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",256 GB SSD,4 GB  RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
839,Lenovo ThinkPad E14 G3 20Y700B5IG Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹78,500",68,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
840,Lenovo IdeaPad Slim 3 82H802XVIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹37,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
841,Acer Chromebook Enterprise Spin 513 R841LT-S6DJ Laptop (Snapdragon 7c/ 8GB/ 128GB/ ChromeOS),"₹47,990",,2nd Gen Qualcomm Snapdragon 7c,Octa Core,128 GB Hard Disk,4 GB LPDDR4X RAM,"13.3 inches, 1920 x 1080 pixels",Chrome OS,1 Year Warranty
842,Dell Inspiron 3520 D560878WIN9S Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹65,390",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
843,Asus Vivobook 14 OLED UX3402ZA-KN731WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,08,990",69,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
844,Lenovo Ideapad Slim 3 81WB01FYIN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹33,990",,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
845,Asus TUF Gaming F15 FX506LHB-HN358W Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹54,990",63,10th Gen Intel Core i5 10200H,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
846,MSI Stealth 17M A12UE Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,49,990",73,12th Gen Intel Core i7 1280P,"14 Cores, 20 Threads",1 TB SSD,16 GB DDR4 RAM,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
847,MSI Modern 15 A5M-055IN Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win10 Home),"₹57,990",,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
848,Lenovo Thinkpad E14 Gen 2 20TAS0E800 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹77,500",67,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1080 x 1920 pixels",Windows 10 OS,1 Year Warranty
849,Lenovo ‎ThinkPad E14 Gen 4 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹74,500",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
850,Dell Alienware X17 R1 D569936WIN9 Gaming Laptop (11th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 16GB Graph),"₹3,12,199",79,11th Gen Intel Core i9 11980HK,"Octa Core, 16 Threads",1 TB SSD,32 GB DDR4  RAM,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
851,Lenovo V15 82KBA02UIH Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹36,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
852,Microsoft Surface Pro 9 ‎QCB-00014 Laptop (12th Gen Core i5/ 8GB/ 128GB SSD/ Win11),"₹95,449",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",128 GB SSD,8 GB LPDDR5 RAM,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
853,Microsoft Surface Laptop 5 ‎RBG-00048 13.5 inch (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,78,999",,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",256 GB SSD,8 GB  RAM,"13.5 inches, 2256 x 1504 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
854,Microsoft Surface Laptop 5 ‎RIP-00048 15 inch (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,82,990",63,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB  RAM,"15 inches, 2496 x 1664 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
855,Microsoft Surface Laptop 5 ‎RBY-00023 15 inch (12th Gen Core i7/ 8GB/ 256GB SSD/ Win11),"₹1,39,999",,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",256 GB SSD,8 GB  RAM,"15 inches, 2496 x 1664 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
856,Microsoft Surface Pro 9 ‎‎QIX-00031 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,92,990",,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB LPDDR5 RAM,"13 inches, 2880 x 1920 pixels",Windows 11 OS,1 Year Warranty
857,Microsoft Surface Pro 9 ‎QIL-00031 Laptop (12th Gen Core i7/ 16GB/ 256GB  SSD/ Win11),"₹1,67,999",,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",256 GB SSD,16 GB LPDDR5 RAM,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
858,Dell Inspiron 14 5415 Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹55,999",61,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
859,Acer Extensa EX215-31 Laptop (Pentium N5030/ 8GB/ 256GB SSD/ Win11),"₹24,990",,Intel Pentium  N5030,Quad Core,256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
860,Lenovo Ideapad Slim 3 81WE01QSIN Laptop (10th Gen Core i3/ 4GB/ 256GB SSD/ Win11),"₹29,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",256 GB SSD,4 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
861,Asus Vivobook 15 K513EA-L703WS Laptop (11th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹67,999",,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,Intel Integrated ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
862,Acer Aspire 3 A315-58 Laptop (11th Gen Core i5/ 12GB/ 512GB SSD/ Win11),"₹49,999",60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,12 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
863,Lenovo ThinkBook 14s Yoga 20WEA01CIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹1,04,900",73,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
864,Acer Swift 3 SF314-43 Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹61,500",65,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,8 GB LPDDR4X RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
865,Dell Inspiron 5415 Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹89,976",62,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
866,Dell XPS 9315 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Pro),"₹1,85,800",,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",1 TB SSD,16 GB LPDDR5 RAM,"13.4 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
867,Asus VivoBook 14 X415MA-BV102WS Laptop (Pentium Silver N5030/ 8GB/ 256GB SSD/ Win11 Home),"₹27,990",,Intel Pentium  N5030,Quad Core,256 GB SSD,8 GB DDR4 RAM,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
868,Asus VivoBook 15 2022 X515JA-EJ592WS Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹44,990",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
869,Dell G15-5520 D560895WIN9S Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,23,990",80,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
870,Acer One 14 Z2-493 UN.431SI.129 Laptop (AMD Ryzen 3 3250U/ 8GB/ 1TB HDD/ Win11),"₹39,999",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
871,Asus VivoBook 15 X515JA-EJ392WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹33,690",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
872,Lenovo V15 82C3002VGE Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹23,999",,Intel Celeron  N4020 ,"Dual Core, 2 Threads",256 GB SSD,4 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
873,Lenovo Thinkpad T15P Gen 2  Laptop (11th Gen Core i7/ 32GB/ 512GB SSD/ Win10 Pro/ 8GB Graph),"₹2,45,000",74,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",512 GB SSD,32 GB  RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
874,Dell Vostro 3425 D552267WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB/ Win11 Home),"₹61,088",63,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",512 GB SSD,16 GB  RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
875,Dell G15-5525 D560898WIN9S Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,58,990",76,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
876,Dell G15-5525 Gaming Laptop (Ryzen 9-6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,46,990",76,6th Gen AMD Ryzen 9 6900HX,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
877,Dell G15-5525 D560894WIN9S Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,27,990",78,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
878,Acer Aspire 5 A515-57 Gaming Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹47,990",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",512 GB SSD,8 GB  RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
879,Acer Aspire 3 A315-58 NX.ADDSI.011 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
880,Lenovo ThinkPad X1 Carbon 21CB002JIG Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),"₹2,11,990",,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",1 TB SSD,16 GB  RAM,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
881,Asus Vivobook 14 OLED X1405ZA-KM511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹69,990",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB LPDDR4 RAM,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
882,Dell Alienware M15 R6 Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹2,00,000",79,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
883,Lenovo Legion 5 82B500EEIN Gaming Laptop (AMD Ryzen 7 4800H/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),"₹1,41,000",78,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",1 TB Hard Disk,8 GB DDR4 RAM,4 GB NVIDIA GeForce GTX 1650 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
884,Lenovo IdeaPad Gaming 3 82K101E1IN Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹55,000",62,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
885,Lenovo Thinkbook 15 21DJA04PIH Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹91,490",63,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",1 TB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
886,Lenovo V15 82C500XHIH Laptop (10th Gen Core i5/ 8GB/ 512GB/ DOS),"₹47,115",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 USB 3.0 Ports
887,AGB Octev VR-1818 Gaming Laptop (11th Gen Core i7/ 32GB/ 1TB SSD/ Win 10 Pro/ 2GB Graph),"₹70,000",66,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",1 TB SSD,32 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
888,Dell XPS 13 Plus Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,95,190",74,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",1 TB SSD,16 GB LPDDR5 RAM,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
889,Asus E410KA-BV002W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹24,500",,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",256 GB SSD,4 GB  RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
890,Dell XPS 9315 Laptop (12th Gen Core i5 / 16GB/ 512GB SSD/ Win11),"₹1,33,500",,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",512 GB SSD,16 GB LPDDR5 RAM,"13.4 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
891,MSI Creator Pro Z17 A12UMST-237IN Gaming Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Pro/ 16GB Graph),"₹4,44,990",,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,32 GB DDR4 RAM,"16 inches, 2560 x 1600 pixels",Windows 11 OS,3 Year Warranty
892,Asus Vivobook S15 OLED S3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹87,500",73,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
893,MSI Creator Z16P B12UKST-209IN Gaming Laptop (12th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ 12GB Graph),"₹3,95,000",,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",2 TB SSD,64 GB DDR5 RAM,"17.3 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
894,Acer Aspire 3 UN.HVTSI.012 Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹29,990",,3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
895,Lenovo Yoga 6 82UD0069IN Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹78,990",69,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,16 GB LPDDR4X RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,3 Year Warranty
896,MSI Creator Pro M16 A12UJS-601IN Gaming Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Pro/ 8GB Graph),"₹1,96,990",,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,32 GB DDR4 RAM,"16 inches, 2560 x 1600 pixels",Windows 11 OS,3 Year Warranty
897,Chuwi Gemibook Pro Laptop (Intel Celeron N5100/ 8 GB/ 256 GB SSD/ Win11 Home,"₹27,489",,Intel Celeron  N5100,"Quad Core, 4 Threads",256 GB SSD,8 GB LPDDR4X  RAM,"14 inches, 2160 x 1440 pixels",Windows 11 OS,1 Year Warranty
898,HP Omen 16-n0051AX Gaming Laptop (AMD Ryzen 9 6900HX/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,60,018",81,6th Gen AMD Ryzen 9 6900HX,"Octa Core, 16 Threads",1 TB SSD,32 GB DDR5 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
899,HP Omen 16-k0370TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,80,880",85,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,16 GB DDR5 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
900,Lenovo Ideapad Flex 5 82R70068IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹75,990",62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB LPDDR4x RAM,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11  OS,1 Year Warranty
901,HP Omen 16-n0054AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,39,680",74,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR5 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
902,Lenovo Thinkbook 15 21DJA04LIH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹67,490",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
903,Dell XPS 9315 Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11),"₹1,29,990",,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",512 GB SSD,16 GB LPDDR5 RAM,"13.4 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
904,HP Omen 16-n0049AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,16,180",66,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
905,HP Omen 16-n0050AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹99,800",66,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
906,Lenovo V14 Gen 2 ITL 82KAA001IH Laptop (11th Gen Core i5/ 8GB/ 1TB HDD/ DOS),"₹49,999",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
907,Lenovo ThinkBook 13s Gen 2 20V9A03QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹69,990",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB LPDDR4 RAM,"13 inches, 1920 x 1200 pixels",Windows 10 OS,1 Year Warranty
908,Dell Vostro 15 3500 2022 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),"₹67,999",,11th Gen Intel Core i5,8 GB DDR4 RAM,2 GB NVIDIA GeForce Mx330,512 GB SSD,Windows 11 OS,1 Year Warranty,2 USB 3.0 Ports
909,Lenovo Thinkpad E14 Gen 21E3S05800 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹1,02,490",66,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",1 TB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
910,Lenovo Yoga 9 82LU008TIN Laptop (12th Ge Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,79,990",69,12th Gen Intel Core i7 1280P,"14 Cores, 20 Threads",1 TB SSD,16 GB LPDDR5 RAM,"14 inches, 3840 x 2160 pixels",Windows 11 OS,1 Year Warranty
911,Dell Vostro 3510 2022 Laptop (11th Gen Core i3/ 16GB/ 1TB 256GB SSD/ Win11 Home),"₹49,850",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",1 TB Hard Disk,16 GB DDR4 RAM,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS
912,Lenovo Yoga 7 Flip 82QE0060INLaptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,11,990",69,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
913,Fujitsu UH-X 4ZR1K06212 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹99,990",68,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB  RAM,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
914,Gigabyte G5 RC45MD Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",71,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
915,Gigabyte G5 RC45GD Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹68,990",71,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
916,Gigabyte G5 RC45KD Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹87,800",72,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
917,Lenovo Thinkpad E14 20TAS13R00 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹89,149",62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
