,brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
744,msi,MSI GF63 Thin 10SCXR-1617IN Gaming ,63990,74.0,Intel,i7,10.0,6,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
745,dell,Dell Inspiron 3501 ,42990,,Intel,i3,11.0,,8.0,8 ,DDR4,Hard Disk,1024.0,,,Windows 10 ,
746,asus,Asus TUF Gaming F15 FX506LH-HN258T ,65800,68.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
747,dell,Dell Inspiron 3501 ,45990,,Intel,i3,11.0,2,4.0,4 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
748,asus,Asus VivoBook 15 X515EA-EJ317TS ,63800,60.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
749,dell,Dell Latitude 5310 ,72000,,Intel,i5,10.0,4,8.0,8 ,RAM,SSD,512.0,13.3, 1920 x 1080 ,Windows 10 ,1.0
750,hp,HP 14s-fq1029AU ,46900,,AMD,ryzen,5.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
751,acer,Acer Nitro 5 AN515-45-R3TC NH.QBCSI.001 Gaming ,91490,62.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
752,hp,HP 14s-dy2500TU ,39999,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
753,dell,Dell Vostro 3405 ,30490,,AMD,athlon,,2,4.0,4 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,1.0
754,lenovo,Lenovo Ideapad Slim 3i 81WQ003LIN ,26990,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,256.0,15.6, 1366 x 768 ,Windows 10 ,1.0
755,hp,HP 15s-du3060TX ,53994,61.0,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
756,vaio,Vaio E Series NE15V2IN027P ,38499,60.0,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
757,hp,HP 15s-GR0011AU ,37550,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
758,lenovo,Lenovo Yoga Slim 7i Pro ,58700,,Intel,i7,11.0,4,8.0,8 ,RAM,SSD,256.0,14.0, 2240 x 1400 ,Windows 10 ,1.0
759,samsung,Samsung Galaxy Chromebook 2 ,39999,,Intel,celeron,5.0,2,4.0,4 ,RAM,Hard Disk,64.0,13.3, 1920 x 1080 ,Chrome ,
760,dell,Dell Vostro 3405 ,49690,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,
761,acer,Acer Aspire 3 A315-23 ,42350,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1366 x 768 ,Windows 10 ,1.0
762,dell,Dell Inspiron 5406 ,71500,65.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
763,dell,Dell Inspiron 5502 ,68999,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,
764,dell,Dell Inspiron 3501 ,38000,,Intel,i3,10.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
765,asus,Asus X543MA-GQ1015T ,22490,,Intel,celeron,,2,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 10 ,1.0
766,dell,Dell Inspiron 3505 ,39880,60.0,AMD,ryzen,3.0,2,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
767,lg,LG Gram 15Z90N ,55990,62.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,3.0
768,dell,Dell Latitude 3510 ,44700,,Intel,i3,10.0,2,4.0,4 ,DDR4,Hard Disk,1024.0,14.0, 1366 x 768 ,Ubuntu ,1.0
769,dell,Dell Vostro 3401 ,33990,,Intel,i3,10.0,2,4.0,4 ,DDR4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 10 ,1.0
770,dell,Dell G5 5505 Gaming ,79680,75.0,AMD,ryzen,4.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
771,dell,Dell Inspiron 3505 ,49990,61.0,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
772,asus,Asus ExpertBook P2451F ,62999,63.0,Intel,i7,10.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1080 x 1920 ,Windows 10 ,
773,hp,HP 14-ck2018TU ,53900,,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,Windows 10 ,1.0
774,dell,Dell Inspiron 3593 ,36990,,Intel,i3,10.0,2,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
775,lenovo,Lenovo ThinkBook 14 IML 20RV00DJIH ,79000,66.0,Intel,i5,10.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
776,microsoft,Microsoft Surface Pro X 1876 Ultrabook,117998,,Microsost,microsoft,,,8.0,8 ,LPDDR4X,SSD,128.0,,,Windows 10 ,
777,avita,Avita Pura NS14A6 ,38999,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
778,samsung,Samsung Galaxy Book S,83999,,Intel,lakefield,,,8.0,8 ,LPDDR4X,Hard Disk,256.0,,,Windows 10 ,
779,apple,Apple MacBook Air 2020 ,109999,,Intel,i7,10.0,4,8.0,8 ,LPDDR4X,SSD,512.0,13.3, 2560 x 1600 ,Mac 10.15.3	 ,
780,dell,Dell Inspiron 3493 ,57150,,Intel,i5,10.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
781,hp,HP Elite Dragonfly G2 ,149999,,Intel,i7,10.0,,16.0,16 ,RAM,SSD,1024.0,,,Windows 10 ,1.0
782,lenovo,Lenovo Yoga 5G ,108999,,Qualcomm,qualcomm,,4,8.0,8 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
783,dell,Dell Latitude 9510 ,149000,,Qualcomm,qualcomm,10.0,4,8.0,8 ,LPDDR3,SSD,512.0,15.0, 1920 x 1080 ,Windows 10 ,
784,honor,Honor MagicBook Pro 16 ,54999,,Intel,i5,8.0,4,8.0,8 ,DDR4,SSD,512.0,16.1, 1920 x 1080 ,Windows 10 ,
785,asus,Asus VivoBook 15 X512FB ,34990,61.0,Intel,i3,8.0,4,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
786,asus,Asus ROG Mothership GZ700GX Gaming ,349999,,Intel,i9,8.0,6,64.0,64 ,DDR4,SSD,512.0,17.3, 1920 x 1080 ,Windows 10 ,
787,dell,Dell G5 15 5590 Gaming ,84999,78.0,Intel,i7,8.0,6,16.0,16 ,DDR4,Hard Disk,1024.0,15.6, 3480 x 2160 ,Windows 10 ,
788,razer,Razer Blade 15 Gaming ,127999,81.0,Intel,i7,8.0,6,16.0,16 ,DDR4,Hard Disk,2048.0,15.6, 1920 x 1080 ,Windows 10 ,
789,dell,Dell Inspiron 5480 laptop,56990,65.0,Intel,i5,8.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
790,apple,Apple MacBook Pro 2018 13-inch Touch Bar ,199900,,Intel,,,4,8.0,8 ,DDR3,SSD,512.0,13.3, 1600 x 2560 ,Mac High Sierra ,1.0
791,apple,Apple MacBook Pro 2018 13-inch ,165900,,Intel,,,2,8.0,8 ,DDR3,SSD,256.0,13.3, 1600 x 2560 ,Mac High Sierra ,1.0
792,microsoft,Microsoft Surface Pro 3 12.0 Tablet,58990,,Intel,i3,4.0,2,4.0,4 ,DDR3,SSD,128.0,12.0, 2160 x 1440 ,Windows 10 ,
793,hp,HP 245 G8 ,25999,,AMD,athlon,3.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 11 ,1.0
794,hp,HP 15s-eq2146AU ,40490,,AMD,ryzen,5.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
795,lenovo,Lenovo V15 ITL 82KBA03JIH ,33990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
796,asus,Asus VivoBook 15 X1500EA-EJ3381WS ,39400,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
797,asus,Asus Vivobook Pro 16X OLED N7601ZM-MQ711WS Gaming ,169990,86.0,Intel,i7,12.0,10,16.0,16 ,DDR5,SSD,1024.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
798,hp,HP Victus 16-d0310TX Gaming ,77283,72.0,Intel,i5,11.0,6,8.0,8 ,DDR4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
799,hp,HP Victus 15-fb0777AX Gaming ,70816,68.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
800,hp,HP Victus 16-d0311TX Gaming ,80612,74.0,Intel,i5,11.0,6,16.0,16 ,DDR4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
801,hp,HP Victus 16-e0333TX Gaming ,99814,73.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
802,msi,MSI Katana GF66 12UD Gaming ,105000,76.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
803,msi,MSI Pulse GL66 12UGSZOK Gaming ,209000,80.0,Intel,i9,12.0,14,16.0,16 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
804,hp,HP ProBook 445 G8 ,73999,72.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,Windows 11 ,1.0
805,hp,HP Pavilion Plus 14-eh0037TU ,85490,71.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
806,lenovo,Lenovo Legion 7i 82TD009KIN Gaming ,359990,,Intel,i9,12.0,,32.0,32 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
807,dell,Dell Inspiron 3511 D560783WIN9BD ,45990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.56, 1920 x 1080 ,Windows 11 ,1.0
808,dell,Dell Vostro 3425 D552308WIN9B ,50852,61.0,AMD,ryzen,5.0,4,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
809,dell,Dell Inspiron 5420 ICC-C782537WIN8 ,91958,68.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
810,dell,Dell Inspiron 3520 ,61050,61.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
811,dell,Dell Vostro 3420 ,69900,61.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
812,dell,Dell Inspiron 3520 2022 ,72990,67.0,Intel,i5,12.0,10,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
813,hp,HP Pavilion 14-ec1005AU ,59990,61.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
814,hp,HP Pavilion 14-ec1005AU ,75990,63.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
815,hp,HP Envy x360 13-ay1064AU 2-in-1 ,98000,72.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
816,dell,Dell Vostro 3520 ,60070,,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
817,dell,Dell Vostro 3420 ,57990,,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
818,dell,Dell Vostro 3525 ,55530,62.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
819,asus,Asus ROG Zephyrus G15 GA503RSZ-HQ061WS Gaming ,211990,85.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
820,lenovo,Lenovo Thinkpad P15v 21AAS05L00 ,159999,79.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
821,hp,HP 240 G8 4K5D5PA Business ,35000,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,D,1.0
822,lenovo,Lenovo IdeaPad Flex 5 14ALC7 82R9006PIN ,72690,69.0,AMD,ryzen,5.0,6,16.0,16 ,LPDDR4X,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
823,lenovo,Lenovo V14 Gen 2 ‎82C40019IX ,49999,,Intel,i5,11.0,4,8.0,8 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
824,asus,Asus Vivobook 14 OLED UX3402ZA-KN531WS ,95990,69.0,Intel,i5,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
825,ultimus,Ultimus S151 NU14U2INC43VD-CS ,17990,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,128.0,14.1, 1920 x 1080 ,D,1.0
826,ultimus,Ultimus S152 NU15U2INC44VN-SG ,23990,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
827,lenovo,Lenovo Legion S7 82TF007LIN Gaming ,149990,84.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
828,hp,HP Envy x360 13-AY1065AU ,61500,65.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
829,dell,Dell Latitude 14 7420 ,98280,,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,3.0
830,lenovo,Lenovo IdeaPad Slim 3 82H802XXIN ,58018,63.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
831,dell,Dell Inspiron 7420 D560918WIN9S ,76519,67.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
832,lenovo,Lenovo ThinkPad X13 21BNS03K00 ,200000,71.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,13.3, 1920 x 1200 ,Windows 11 ,3.0
833,acer,Acer Nitro 5 AN515-45 UN.QBMSI.009 Gaming ,63990,71.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
834,hp,HP ZBook Firefly G8 500P0PA Business ,93000,71.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,3.0
835,hp,HP 240 G8 Business ,34490,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,Windows 11 ,1.0
836,lenovo,Lenovo ThinkPad T14 20W0S1HU00 ,140200,69.0,Intel,i7,11.0,4,16.0,16 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
837,hp,HP Pavilion 14-ek0084TU ,71020,60.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
838,asus,Asus Eeebook 14 E410KA-BV092W ,24850,,Intel,celeron,,2,4.0,4 ,RAM,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
839,lenovo,Lenovo ThinkPad E14 G3 20Y700B5IG ,78500,68.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
840,lenovo,Lenovo IdeaPad Slim 3 82H802XVIN ,37990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
841,acer,Acer Chromebook Enterprise Spin 513 R841LT-S6DJ ,47990,,Qualcomm,qualcomm,2.0,8,4.0,4 ,LPDDR4X,Hard Disk,128.0,13.3, 1920 x 1080 ,Chrome ,1.0
842,dell,Dell Inspiron 3520 D560878WIN9S ,65390,,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
843,asus,Asus Vivobook 14 OLED UX3402ZA-KN731WS ,108990,69.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
844,lenovo,Lenovo Ideapad Slim 3 81WB01FYIN ,33990,,Intel,i3,10.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
845,asus,Asus TUF Gaming F15 FX506LHB-HN358W Gaming ,54990,63.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
846,msi,MSI Stealth 17M A12UE Gaming ,149990,73.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,2.0
847,msi,MSI Modern 15 A5M-055IN ,57990,,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
848,lenovo,Lenovo Thinkpad E14 Gen 2 20TAS0E800 ,77500,67.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1080 x 1920 ,Windows 10 ,1.0
849,lenovo,Lenovo ‎ThinkPad E14 Gen 4 ,74500,,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
850,dell,Dell Alienware X17 R1 D569936WIN9 Gaming ,312199,79.0,Intel,i9,11.0,8,32.0,32 ,DDR4,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
851,lenovo,Lenovo V15 82KBA02UIH ,36990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
852,microsoft,Microsoft Surface Pro 9 ‎QCB-00014 ,95449,,Intel,i5,12.0,10,8.0,8 ,LPDDR5,SSD,128.0,13.0, 2880 x 1920 ,Windows 11 ,1.0
853,microsoft,Microsoft Surface ,178999,,Intel,i7,12.0,10,8.0,8 ,RAM,SSD,256.0,13.5, 2256 x 1504 ,Windows 11 ,1.0
854,microsoft,Microsoft Surface ,182990,63.0,Intel,i7,12.0,10,16.0,16 ,RAM,SSD,512.0,15.0, 2496 x 1664 ,Windows 11 ,1.0
855,microsoft,Microsoft Surface ,139999,,Intel,i7,12.0,10,8.0,8 ,RAM,SSD,256.0,15.0, 2496 x 1664 ,Windows 11 ,1.0
856,microsoft,Microsoft Surface Pro 9 ‎‎QIX-00031 ,192990,,Intel,i7,12.0,10,16.0,16 ,LPDDR5,SSD,512.0,13.0, 2880 x 1920 ,Windows 11 ,1.0
857,microsoft,Microsoft Surface Pro 9 ‎QIL-00031 ,167999,,Intel,i7,12.0,10,16.0,16 ,LPDDR5,SSD,256.0,13.0, 2880 x 1920 ,Windows 11 ,1.0
858,dell,Dell Inspiron 14 5415 ,55999,61.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
859,acer,Acer Extensa EX215-31 ,24990,,Intel,pentium,,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
860,lenovo,Lenovo Ideapad Slim 3 81WE01QSIN ,29990,,Intel,i3,10.0,2,4.0,4 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
861,asus,Asus Vivobook 15 K513EA-L703WS ,67999,,Intel,i7,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
862,acer,Acer Aspire 3 A315-58 ,49999,60.0,Intel,i5,11.0,4,12.0,12 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
863,lenovo,Lenovo ThinkBook 14s Yoga 20WEA01CIN ,104900,73.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
864,acer,Acer Swift 3 SF314-43 ,61500,65.0,AMD,ryzen,5.0,6,8.0,8 ,LPDDR4X,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
865,dell,Dell Inspiron 5415 ,89976,62.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
866,dell,Dell XPS 9315 ,185800,,Intel,i7,12.0,10,16.0,16 ,LPDDR5,SSD,1024.0,13.4, 1920 x 1080 ,Windows 11 ,1.0
867,asus,Asus VivoBook 14 X415MA-BV102WS ,27990,,Intel,pentium,,4,8.0,8 ,DDR4,SSD,256.0,14.1, 1366 x 768 ,Windows 11 ,1.0
868,asus,Asus VivoBook 15 2022 X515JA-EJ592WS ,44990,,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
869,dell,Dell G15-5520 D560895WIN9S ,123990,80.0,Intel,i7,12.0,10,16.0,16 ,DDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
870,acer,Acer One 14 Z2-493 UN.431SI.129 ,39999,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 11 ,1.0
871,asus,Asus VivoBook 15 X515JA-EJ392WS ,33690,,Intel,i3,10.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
872,lenovo,Lenovo V15 82C3002VGE ,23999,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
873,lenovo,Lenovo Thinkpad T15P Gen 2  ,245000,74.0,Intel,i7,11.0,8,32.0,32 ,RAM,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
874,dell,Dell Vostro 3425 D552267WIN9S ,61088,63.0,AMD,ryzen,5.0,6,16.0,16 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
875,dell,Dell G15-5525 D560898WIN9S Gaming ,158990,76.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
876,dell,Dell G15-5525 Gaming ,146990,76.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
877,dell,Dell G15-5525 D560894WIN9S Gaming ,127990,78.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
878,acer,Acer Aspire 5 A515-57 Gaming ,47990,,Intel,i3,12.0,6,8.0,8 ,RAM,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
879,acer,Acer Aspire 3 A315-58 NX.ADDSI.011 ,37990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
880,lenovo,Lenovo ThinkPad X1 Carbon 21CB002JIG ,211990,,Intel,i7,12.0,10,16.0,16 ,RAM,SSD,1024.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
881,asus,Asus Vivobook 14 OLED X1405ZA-KM511WS ,69990,61.0,Intel,i5,12.0,10,16.0,16 ,LPDDR4,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
882,dell,Dell Alienware M15 R6 Gaming ,200000,79.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
883,lenovo,Lenovo Legion 5 82B500EEIN Gaming ,141000,78.0,AMD,ryzen,4.0,8,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
884,lenovo,Lenovo IdeaPad Gaming 3 82K101E1IN ,55000,62.0,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
885,lenovo,Lenovo Thinkbook 15 21DJA04PIH ,91490,63.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
886,lenovo,Lenovo V15 82C500XHIH ,47115,,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,
887,agb,AGB Octev VR-1818 Gaming ,70000,66.0,Intel,i7,11.0,4,32.0,32 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
888,dell,Dell XPS 13 Plus ,195190,74.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,1024.0,13.4, 3840 x 2400 ,Windows 11 ,1.0
889,asus,Asus E410KA-BV002W ,24500,,Intel,celeron,,2,4.0,4 ,RAM,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
890,dell,Dell XPS 9315 ,133500,,Intel,i5,12.0,10,16.0,16 ,LPDDR5,SSD,512.0,13.4, 1920 x 1080 ,Windows 11 ,1.0
891,msi,MSI Creator Pro Z17 A12UMST-237IN Gaming ,444990,,Intel,i7,12.0,14,32.0,32 ,DDR4,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,3.0
892,asus,Asus Vivobook S15 OLED S3502ZA-L701WS ,87500,73.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
893,msi,MSI Creator Z16P B12UKST-209IN Gaming ,395000,,Intel,i9,12.0,14,64.0,64 ,DDR5,SSD,2048.0,17.3, 2560 x 1600 ,Windows 11 ,2.0
